lon_from,lat_from,psi_from,lon_to,lat_to,psi_to
-73.9545,40.5481,2.0944,-73.9545,40.5497,2.0944
-73.9647,40.5397,2.0944,-73.9647,40.5413,2.0944
-73.9648,40.5401,1.5708,-73.9637,40.5415,1.5708
-73.9452,40.5496,2.0944,-73.9462,40.551,2.0944
-73.9573,40.5262,-0.523599,-73.9561,40.5248,-1.0472
-73.9438,40.5498,2.0944,-73.9456,40.5507,2.61799
-73.9597,40.5439,1.5708,-73.9597,40.5456,1.5708
-73.9573,40.5487,1.5708,-73.9573,40.5503,1.5708
-73.9576,40.527,-0.523599,-73.9564,40.5256,-1.0472
-73.9546,40.5506,1.5708,-73.9546,40.5522,1.5708
-73.9582,40.5493,1.0472,-73.9562,40.5501,1.5708
-73.9287,40.5623,0.523598,-73.9266,40.5624,-3.48761e-07
-73.9552,40.5277,-2.88366e-08,-73.9531,40.5277,-6.70479e-08
-73.9486,40.5316,-3.01476e-07,-73.9464,40.5316,-3.58197e-07
-73.9594,40.5455,2.0944,-73.9604,40.5469,2.0944
-73.9554,40.527,-0.523599,-73.9533,40.527,-0.523599
-73.9687,40.5381,2.0944,-73.9687,40.5397,2.0944
-73.9557,40.529,-0.523599,-73.9536,40.529,-0.523599
-73.9414,40.5397,-0.523599,-73.9396,40.5389,-0.523599
-73.9697,40.533,2.0944,-73.9708,40.5344,2.0944
-73.9514,40.5346,-0.523599,-73.9493,40.5346,-0.523599
-73.9554,40.5495,1.5708,-73.9544,40.5509,1.5708
-73.9549,40.5269,-7.83172e-08,-73.9528,40.5269,-1.06104e-07
-73.9419,40.5443,1.5708,-73.9429,40.5458,2.0944
-73.9419,40.5443,1.5708,-73.9419,40.546,1.5708
-73.9525,40.5332,-0.523599,-73.9503,40.5332,-0.523599
-73.9623,40.5237,0,-73.9602,40.5237,0
-73.9626,40.5229,-0.523599,-73.9604,40.5229,-0.523599
-73.9492,40.5375,-0.523599,-73.9471,40.5375,-0.523599
-73.9449,40.55,2.0944,-73.9467,40.5509,2.61799
-73.953,40.5306,-3.05384e-07,-73.9509,40.5306,-3.23477e-07
-73.9483,40.5339,-0.523599,-73.9465,40.5331,-0.523599
-73.9449,40.5335,-0.523599,-73.9428,40.5335,-0.523599
-73.9541,40.5292,-1.99797e-07,-73.952,40.5292,-2.37483e-07
-73.9607,40.5433,2.0944,-73.9607,40.5449,2.0944
-73.9503,40.5361,-0.523599,-73.9482,40.5361,-0.523599
-73.9535,40.55,2.0944,-73.9535,40.5516,2.0944
-73.9452,40.5464,2.0944,-73.9469,40.5473,2.61799
-73.9462,40.5462,2.0944,-73.9462,40.5478,2.0944
-73.9548,40.5498,2.0944,-73.9566,40.5507,2.61799
-73.9548,40.5498,2.0944,-73.9559,40.5512,2.0944
-73.9548,40.5515,2.0944,-73.9548,40.5531,2.0944
-73.9549,40.5519,1.5708,-73.9539,40.5533,1.5708
-73.9502,40.5302,-0.523599,-73.9481,40.5302,-0.523599
-73.9625,40.5425,2.0944,-73.9625,40.5441,2.0944
-73.9602,40.5445,2.0944,-73.962,40.5453,2.61799
-73.9423,40.5362,-3.5929e-07,-73.9404,40.537,-4.41255e-07
-73.9523,40.5302,-0.523599,-73.9505,40.5294,-0.523599
-73.9594,40.5451,2.0944,-73.9594,40.5467,2.0944
-73.9412,40.5376,-3.305e-07,-73.9394,40.5384,-3.87408e-07
-73.9417,40.5377,-0.523599,-73.9396,40.5377,-0.523599
-73.9401,40.539,-4.68991e-07,-73.9383,40.5398,-5.12836e-07
-73.9407,40.5391,-0.523599,-73.9385,40.5391,-0.523599
-73.9665,40.5377,2.0944,-73.9683,40.5385,2.61799
-73.9657,40.5383,2.0944,-73.9657,40.5399,2.0944
-73.9647,40.5385,2.0944,-73.9648,40.5401,1.5708
-73.9422,40.5403,-0.523599,-73.9403,40.5395,-0.523599
-73.9489,40.5324,-3.36949e-07,-73.9467,40.5324,-3.49667e-07
-73.9697,40.5347,2.0944,-73.9708,40.5361,2.0944
-73.9459,40.547,2.0944,-73.9477,40.5479,2.61799
-73.9438,40.5498,2.0944,-73.9449,40.5512,2.0944
-73.9478,40.5338,-3.41127e-07,-73.9457,40.5338,-3.56472e-07
-73.9467,40.5352,-2.09454e-07,-73.9446,40.5352,-2.29397e-07
-73.9459,40.5359,-0.523599,-73.9438,40.5359,-0.523599
-73.9459,40.5502,2.0944,-73.9477,40.5511,2.61799
-73.9715,40.5311,2.61799,-73.9726,40.5325,2.61799
-73.9708,40.5316,2.0944,-73.9719,40.533,2.0944
-73.9502,40.5331,-0.523599,-73.9483,40.5322,-0.523599
-73.9512,40.5317,-0.523599,-73.9494,40.5308,-0.523599
-73.9486,40.5319,-0.523599,-73.9475,40.5305,-1.0472
-73.9424,40.546,2.0944,-73.9424,40.5476,2.0944
-73.9602,40.5461,2.0944,-73.9602,40.5477,2.0944
-73.9602,40.5465,1.5708,-73.9592,40.5479,1.5708
-73.9448,40.5373,-0.523599,-73.9427,40.5373,-0.523599
-73.9437,40.5387,-0.523599,-73.9416,40.5387,-0.523599
-73.9602,40.5461,2.0944,-73.962,40.547,2.61799
-73.9459,40.5387,-0.523599,-73.944,40.5379,-0.523599
-73.9597,40.5254,-0.523599,-73.9576,40.5254,-0.523599
-73.9594,40.5262,-0.523599,-73.9583,40.5248,-1.0472
-73.9432,40.5399,-0.523599,-73.9413,40.5391,-0.523599
-73.9565,40.5296,-0.523599,-73.9543,40.5296,-0.523599
-73.9423,40.5362,-3.5929e-07,-73.9404,40.5355,-0.523599
-73.9452,40.548,2.0944,-73.9462,40.5494,2.0944
-73.9448,40.5401,-0.523599,-73.9429,40.5393,-0.523599
-73.9726,40.5297,2.61799,-73.9737,40.5311,2.61799
-73.9439,40.5518,1.5708,-73.9428,40.5532,1.5708
-73.9676,40.5363,2.0944,-73.9694,40.5371,2.61799
-73.9551,40.5511,2.0944,-73.9562,40.5525,2.0944
-73.9313,40.5621,1.0472,-73.9312,40.5637,1.5708
-73.957,40.5269,-7.13961e-09,-73.9549,40.5269,-7.83172e-08
-73.938,40.5408,0.523598,-73.9369,40.5422,1.0472
-73.938,40.5408,0.523598,-73.9362,40.5416,0.523598
-73.9378,40.5401,-3.92387e-07,-73.9359,40.5409,-4.10182e-07
-73.9379,40.539,0.523599,-73.9361,40.5398,0.523599
-73.9556,40.5472,2.0944,-73.9567,40.5486,2.0944
-73.9373,40.5374,3.72568e-07,-73.9355,40.5383,3.69737e-07
-73.9376,40.5383,4.09784e-07,-73.9358,40.5391,4.54899e-07
-73.9665,40.5393,2.0944,-73.9665,40.5409,2.0944
-73.9666,40.5397,1.5708,-73.9656,40.5411,1.5708
-73.9549,40.5298,-2.79916e-07,-73.9528,40.5298,-3.04104e-07
-73.9431,40.5529,1.5708,-73.9421,40.5543,1.0472
-73.9549,40.5519,1.5708,-73.9549,40.5535,1.5708
-73.9482,40.5389,-0.523599,-73.946,40.5389,-0.523599
-73.9637,40.5403,1.5708,-73.9637,40.5419,1.5708
-73.9559,40.5484,2.0944,-73.9577,40.5493,2.61799
-73.9567,40.5453,2.0944,-73.9567,40.5469,2.0944
-73.9355,40.5411,-4.75875e-07,-73.9336,40.5419,-4.97105e-07
-73.9368,40.5404,0.523598,-73.935,40.5412,0.523598
-73.9436,40.5369,-0.523599,-73.9417,40.5361,-0.523599
-73.9402,40.5381,-4.50562e-07,-73.9383,40.5373,-0.523599
-73.9389,40.5386,-4.27613e-07,-73.937,40.5395,-4.42986e-07
-73.9386,40.5378,-3.9646e-07,-73.9367,40.5386,-4.95222e-07
-73.9554,40.5295,-1.01282e-07,-73.9535,40.5288,-0.523599
-73.9439,40.5349,-0.523599,-73.9417,40.5349,-0.523599
-73.9391,40.5395,-4.32205e-07,-73.9373,40.5387,-0.523599
-73.954,40.5493,2.0944,-73.9551,40.5507,2.0944
-73.9449,40.55,2.0944,-73.9449,40.5516,2.0944
-73.9518,40.5302,1.44536e-07,-73.9497,40.5302,1.14544e-07
-73.9567,40.5458,2.0944,-73.9568,40.5474,1.5708
-73.952,40.5294,-0.523599,-73.9499,40.5294,-0.523599
-73.9542,40.5294,-0.523599,-73.9523,40.5286,-0.523599
-73.9687,40.5349,2.0944,-73.9705,40.5357,2.61799
-73.9441,40.5494,2.0944,-73.9441,40.5511,2.0944
-73.9375,40.5392,-4.72309e-07,-73.9354,40.5392,-4.82881e-07
-73.9431,40.5496,1.5708,-73.9431,40.5512,1.5708
-73.9612,40.5447,2.0944,-73.9612,40.5463,2.0944
-73.954,40.5509,2.0944,-73.954,40.5525,2.0944
-73.947,40.5345,-0.523599,-73.9448,40.5345,-0.523599
-73.9465,40.5334,2.52934e-07,-73.9444,40.5334,2.02311e-07
-73.9465,40.5334,2.52934e-07,-73.9447,40.5327,-0.523599
-73.9452,40.548,2.0944,-73.9452,40.5496,2.0944
-73.9594,40.5459,1.5708,-73.9584,40.5473,1.5708
-73.9531,40.5308,-0.523599,-73.9512,40.53,-0.523599
-73.9486,40.5344,-2.11981e-07,-73.9464,40.5344,-2.29427e-07
-73.9548,40.5462,2.0944,-73.9548,40.5478,2.0944
-73.9488,40.5336,-0.523599,-73.9467,40.5336,-0.523599
-73.9644,40.5421,2.0944,-73.9655,40.5435,2.0944
-73.9507,40.5316,-2.90945e-07,-73.9486,40.5316,-3.01476e-07
-73.9496,40.533,-2.8565e-07,-73.9475,40.533,-3.79596e-07
-73.9674,40.5213,-0.523599,-73.9662,40.52,-1.0472
-73.9477,40.5379,-0.523599,-73.9459,40.5371,-0.523599
-73.9615,40.5246,-0.523599,-73.9594,40.5246,-0.523599
-73.9591,40.5459,2.0944,-73.9609,40.5467,2.61799
-73.9612,40.5254,-0.523599,-73.9601,40.524,-1.0472
-73.9441,40.5478,2.0944,-73.9451,40.5492,2.0944
-73.945,40.5488,1.5708,-73.945,40.5504,1.5708
-73.9634,40.5414,2.0944,-73.9634,40.5431,2.0944
-73.9488,40.5365,-0.523599,-73.9469,40.5357,-0.523599
-73.9608,40.5437,1.5708,-73.9597,40.5451,1.5708
-73.9452,40.534,-4.1915e-07,-73.9433,40.5348,-3.73265e-07
-73.942,40.5427,1.0472,-73.9419,40.5443,1.5708
-73.9562,40.5316,-0.523599,-73.954,40.5316,-0.523599
-73.9432,40.5414,0.523599,-73.942,40.5427,1.0472
-73.9432,40.5414,0.523599,-73.9413,40.5422,0.523599
-73.9441,40.5354,-3.36041e-07,-73.9423,40.5362,-3.5929e-07
-73.9446,40.5355,-0.523599,-73.9425,40.5355,-0.523599
-73.943,40.5368,-3.40614e-07,-73.9412,40.5376,-3.305e-07
-73.9436,40.5369,-0.523599,-73.9414,40.5369,-0.523599
-73.9392,40.5366,3.44926e-07,-73.9373,40.5374,3.72568e-07
-73.9425,40.5383,-0.523599,-73.9404,40.5383,-0.523599
-73.9596,40.5431,2.0944,-73.9596,40.5447,2.0944
-73.9605,40.5461,1.5708,-73.9605,40.5477,1.5708
-73.9577,40.5439,2.0944,-73.9577,40.5455,2.0944
-73.9466,40.5393,-0.523599,-73.9448,40.5385,-0.523599
-73.9589,40.5261,-6.7662e-08,-73.9567,40.5261,-1.32359e-07
-73.9665,40.5372,2.0944,-73.9676,40.5386,2.0944
-73.9538,40.5512,2.0944,-73.9556,40.5521,2.61799
-73.9591,40.5254,-0.523599,-73.957,40.5254,-0.523599
-73.9586,40.5465,1.5708,-73.9586,40.5482,1.5708
-73.9446,40.5352,-2.29397e-07,-73.9425,40.5352,-2.84588e-07
-73.9697,40.5335,2.0944,-73.9715,40.5343,2.61799
-73.9683,40.5353,2.61799,-73.9702,40.5361,2.61799
-73.9708,40.5333,2.0944,-73.9708,40.5349,2.0944
-73.9294,40.5629,1.0472,-73.9276,40.5637,1.0472
-73.9557,40.5304,-4.04027e-08,-73.9535,40.5304,-1.38065e-07
-73.957,40.547,2.0944,-73.9588,40.5479,2.61799
-73.9623,40.5433,2.0944,-73.9623,40.5449,2.0944
-73.9624,40.5437,1.5708,-73.9613,40.5451,1.5708
-73.9532,40.5487,2.0944,-73.9533,40.5503,1.5708
-73.9688,40.5369,1.5708,-73.9677,40.5383,1.5708
-73.957,40.5487,2.0944,-73.957,40.5503,2.0944
-73.9571,40.5491,1.5708,-73.956,40.5505,1.5708
-73.925,40.564,0.523598,-73.9232,40.5648,0.523598
-73.9501,40.534,-0.523599,-73.9482,40.5332,-0.523599
-73.9634,40.5403,2.0944,-73.9651,40.5411,2.61799
-73.9605,40.5445,1.5708,-73.9594,40.5459,1.5708
-73.9613,40.5467,1.5708,-73.9623,40.5481,2.0944
-73.9625,40.5409,2.0944,-73.9625,40.5425,2.0944
-73.956,40.527,-0.523599,-73.9542,40.5262,-0.523599
-73.9442,40.5482,1.5708,-73.9442,40.5498,1.5708
-73.956,40.5286,-0.523599,-73.9542,40.5278,-0.523599
-73.9644,40.54,2.0944,-73.9644,40.5417,2.0944
-73.9517,40.5342,-0.523599,-73.9499,40.5334,-0.523599
-73.9551,40.5495,2.0944,-73.9551,40.5511,2.0944
-73.9552,40.5499,1.5708,-73.9541,40.5513,1.5708
-73.9557,40.546,1.5708,-73.9557,40.5476,1.5708
-73.9536,40.5294,2.84053e-08,-73.9517,40.5286,-0.523599
-73.9637,40.5419,1.5708,-73.9637,40.5435,1.5708
-73.9528,40.5328,-0.523599,-73.9509,40.532,-0.523599
-73.9496,40.5371,-0.523599,-73.9477,40.5363,-0.523599
-73.9549,40.53,-0.523599,-73.9531,40.5292,-0.523599
-73.9591,40.5475,2.0944,-73.9609,40.5484,2.61799
-73.9429,40.535,2.758e-07,-73.941,40.5358,3.30653e-07
-73.9431,40.5358,3.41446e-07,-73.9413,40.5351,-0.523598
-73.9339,40.5619,1.0472,-73.932,40.5627,1.0472
-73.9687,40.5365,2.0944,-73.9687,40.5381,2.0944
-73.962,40.526,-0.523599,-73.9599,40.5259,-1.49692e-08
-73.9369,40.5422,1.0472,-73.9351,40.543,0.523598
-73.9623,40.5252,-0.523599,-73.9602,40.5252,-0.523599
-73.9506,40.5357,-0.523599,-73.9488,40.5349,-0.523599
-73.9699,40.5216,-1.0472,-73.9689,40.5202,-1.0472
-73.9474,40.5399,-0.523599,-73.9456,40.5391,-0.523599
-73.9414,40.5446,1.5708,-73.9424,40.546,2.0944
-73.9414,40.5446,1.5708,-73.9414,40.5462,1.5708
-73.9496,40.5342,-0.523599,-73.9475,40.5342,-0.523599
-73.9604,40.5441,2.0944,-73.9615,40.5455,2.0944
-73.9507,40.5328,-0.523599,-73.9485,40.5328,-0.523599
-73.9517,40.5314,-0.523599,-73.9496,40.5314,-0.523599
-73.9525,40.5308,-2.48139e-07,-73.9504,40.5308,-2.57361e-07
-73.9528,40.53,-0.523599,-73.9507,40.53,-0.523599
-73.9536,40.5294,2.84053e-08,-73.9515,40.5294,-7.41661e-10
-73.9692,40.5221,-0.523599,-73.9674,40.5213,-0.523599
-73.9699,40.5216,-1.0472,-73.9681,40.5208,-1.0472
-73.9486,40.5319,-0.523599,-73.9465,40.5319,-0.523599
-73.9452,40.5448,2.0944,-73.9469,40.5456,2.61799
-73.9612,40.5238,-0.523599,-73.9594,40.523,-0.523599
-73.9438,40.5482,2.0944,-73.9456,40.549,2.61799
-73.9438,40.5482,2.0944,-73.9449,40.5496,2.0944
-73.9397,40.5382,0.523599,-73.9379,40.539,0.523599
-73.9395,40.5374,3.77509e-07,-73.9376,40.5383,4.09784e-07
-73.9474,40.5371,-0.523599,-73.9453,40.5371,-0.523599
-73.9318,40.5427,-5.1704e-07,-73.9296,40.5427,-5.54294e-07
-73.9554,40.531,-0.523599,-73.9532,40.5311,-1.0472
-73.9485,40.5357,-0.523599,-73.9464,40.5357,-0.523599
-73.958,40.5456,2.0944,-73.9591,40.547,2.0944
-73.9648,40.5401,1.5708,-73.9648,40.5417,1.5708
-73.961,40.5246,-0.523599,-73.9588,40.5246,-0.523599
-73.9697,40.5351,2.0944,-73.9697,40.5367,2.0944
-73.9698,40.5355,1.5708,-73.9688,40.5369,1.5708
-73.9602,40.528,-0.523599,-73.9583,40.5272,-0.523599
-73.9559,40.5484,2.0944,-73.957,40.5498,2.0944
-73.9617,40.5403,2.0944,-73.9617,40.5419,2.0944
-73.9644,40.5389,2.0944,-73.9662,40.5397,2.61799
-73.9655,40.5386,2.0944,-73.9655,40.5403,2.0944
-73.9636,40.5395,2.0944,-73.9636,40.5411,2.0944
-73.9586,40.5281,-6.44562e-08,-73.9564,40.5281,-8.10659e-08
-73.9453,40.5399,-0.523599,-73.9432,40.5399,-0.523599
-73.947,40.5332,-3.35161e-07,-73.9452,40.534,-4.1915e-07
-73.9634,40.5419,2.0944,-73.9634,40.5435,2.0944
-73.9459,40.5346,-2.82601e-07,-73.9441,40.5354,-3.36041e-07
-73.9465,40.5347,-0.523599,-73.9443,40.5347,-0.523599
-73.9449,40.536,-4.01457e-07,-73.943,40.5368,-3.40614e-07
-73.9454,40.5361,-0.523599,-73.9433,40.5361,-0.523599
-73.9647,40.5229,-0.523599,-73.9635,40.5216,-1.0472
-73.9612,40.5442,2.0944,-73.9612,40.5459,2.0944
-73.9438,40.5374,-4.23697e-07,-73.942,40.5382,-4.25022e-07
-73.9443,40.5375,-0.523599,-73.9422,40.5375,-0.523599
-73.9584,40.5473,1.5708,-73.9573,40.5487,1.5708
-73.9384,40.5389,-4.66648e-07,-73.9365,40.5397,-5.02631e-07
-73.9583,40.5288,-0.523599,-73.9562,40.5288,-0.523599
-73.9449,40.5468,2.0944,-73.9467,40.5476,2.61799
-73.9449,40.5468,2.0944,-73.9459,40.5482,2.0944
-73.9376,40.541,0.523598,-73.9357,40.5418,0.523598
-73.948,40.5359,-0.523599,-73.9462,40.535,-0.523599
-73.9373,40.5403,-4.40937e-07,-73.9355,40.5411,-4.75875e-07
-73.9557,40.5278,-0.523599,-73.9546,40.5264,-1.0472
-73.9427,40.5388,-2.35884e-07,-73.9409,40.5396,-2.24631e-07
-73.9433,40.5389,-0.523599,-73.9411,40.5389,-0.523599
-73.9466,40.5377,-0.523599,-73.9445,40.5377,-0.523599
-73.9459,40.5454,2.09439,-73.947,40.5468,2.0944
-73.9365,40.5424,0.523598,-73.9346,40.5432,0.523598
-73.9562,40.5501,1.5708,-73.9562,40.5517,1.5708
-73.9571,40.5474,1.5708,-73.958,40.5489,2.0944
-73.9404,40.537,-4.41255e-07,-73.9383,40.537,-4.50338e-07
-73.9652,40.523,-0.523599,-73.9631,40.523,-0.523599
-73.9433,40.5348,-3.73265e-07,-73.9415,40.5356,-4.15538e-07
-73.9649,40.5238,-0.523599,-73.9638,40.5224,-1.0472
-73.9536,40.5334,-0.523599,-73.9517,40.5326,-0.523599
-73.9708,40.5337,2.0944,-73.9708,40.5353,2.0944
-73.9562,40.5481,2.0944,-73.9562,40.5497,2.0944
-73.9499,40.5322,-0.523599,-73.9477,40.5322,-0.523599
-73.9562,40.5485,1.5708,-73.9552,40.5499,1.5708
-73.9373,40.5374,3.72568e-07,-73.9352,40.5374,3.07166e-07
-73.9492,40.5391,-0.523599,-73.9474,40.5383,-0.523599
-73.9557,40.5306,-0.523599,-73.9538,40.5298,-0.523599
-73.9543,40.5473,2.0944,-73.9554,40.5487,2.0944
-73.9647,40.5381,2.0944,-73.9647,40.5397,2.0944
-73.9525,40.5349,-0.523599,-73.9506,40.534,-0.523599
-73.9655,40.5375,2.0944,-73.9673,40.5383,2.61799
-73.9665,40.5372,2.0944,-73.9665,40.5389,2.0944
-73.9655,40.5391,2.0944,-73.9673,40.5399,2.61799
-73.9568,40.5292,-0.523599,-73.9549,40.5284,-0.523599
-73.9543,40.5489,2.0944,-73.9543,40.5505,2.0944
-73.9544,40.5493,1.5708,-73.9533,40.5507,1.5708
-73.9503,40.5377,-0.523599,-73.9485,40.5369,-0.523599
-73.9407,40.535,1.42426e-07,-73.9386,40.535,1.29621e-07
-73.9557,40.5278,-0.523599,-73.9536,40.5278,-0.523599
-73.9644,40.54,2.0944,-73.9662,40.5409,2.61799
-73.9514,40.5334,-0.523599,-73.9493,40.5334,-0.523599
-73.9572,40.5451,2.0944,-73.9583,40.5465,2.0944
-73.9645,40.5409,1.5708,-73.9634,40.5423,1.5708
-73.9523,40.5328,-1.28369e-07,-73.9501,40.5328,-1.36472e-07
-73.9559,40.5284,-1.5945e-07,-73.9538,40.5284,-2.0109e-07
-73.9602,40.5268,-0.523599,-73.9583,40.526,-0.523599
-73.9525,40.532,-0.523599,-73.9504,40.532,-0.523599
-73.9698,40.5371,1.5708,-73.9688,40.5385,1.5708
-73.9533,40.5314,-2.32767e-07,-73.9512,40.5314,-2.48735e-07
-73.9567,40.5261,-1.32359e-07,-73.9549,40.5254,-0.523599
-73.9536,40.5306,-0.523599,-73.9514,40.5306,-0.523599
-73.945,40.5504,1.5708,-73.9439,40.5518,1.5708
-73.9626,40.5417,1.5708,-73.9616,40.5431,1.5708
-73.9552,40.5515,1.5708,-73.9542,40.5529,1.0472
-73.9612,40.5282,-0.523599,-73.9591,40.5282,-0.523599
-73.9656,40.5411,1.5708,-73.9645,40.5425,1.5708
-73.9583,40.5347,0.523599,-73.9565,40.5355,0.523599
-73.9535,40.5467,2.0944,-73.9535,40.5483,2.0944
-73.962,40.5276,-2.87477e-08,-73.9599,40.5276,-6.82207e-08
-73.9496,40.5386,-1.71678e-07,-73.9477,40.5379,-0.523599
-73.9399,40.54,0.523598,-73.9387,40.5413,1.0472
-73.9439,40.5453,1.5708,-73.9449,40.5468,2.0944
-73.9626,40.5229,-0.523599,-73.9614,40.5216,-1.0472
-73.9528,40.5344,-1.70692e-07,-73.9509,40.5336,-0.523599
-73.9418,40.5364,-4.25531e-07,-73.9399,40.5372,-4.55916e-07
-73.9637,40.5403,1.5708,-73.9626,40.5417,1.5708
-73.9581,40.5477,1.5708,-73.9571,40.5491,1.5708
-73.9536,40.5322,-2.34437e-07,-73.9518,40.533,-2.68585e-07
-73.9505,40.5326,2.51061e-07,-73.9487,40.5334,2.67703e-07
-73.9522,40.5312,-0.523599,-73.9504,40.5304,-0.523599
-73.9482,40.5392,-1.01183e-07,-73.9464,40.54,-1.65904e-07
-73.9547,40.5308,-2.15953e-07,-73.9528,40.5316,-2.27882e-07
-73.9607,40.5309,-1.23243e-08,-73.9588,40.5318,1.18347e-08
-73.9697,40.5335,2.0944,-73.9697,40.5351,2.0944
-73.9477,40.5363,-0.523599,-73.9456,40.5363,-0.523599
-73.9597,40.5391,1.5708,-73.9597,40.5407,1.5708
-73.9541,40.5464,1.5708,-73.9551,40.5479,2.0944
-73.9578,40.5276,-8.45593e-08,-73.9557,40.5276,-1.0224e-07
-73.9565,40.5284,-0.523599,-73.9543,40.5284,-0.523599
-73.9465,40.539,0.523598,-73.9447,40.5398,0.523598
-73.9473,40.5368,-3.06146e-07,-73.9455,40.5376,-2.82023e-07
-73.9302,40.5635,1.0472,-73.9283,40.5643,1.0472
-73.9471,40.5349,0.523599,-73.9453,40.5358,0.523599
-73.9578,40.5278,-0.523599,-73.9567,40.5264,-1.0472
-73.9584,40.5457,1.5708,-73.9573,40.5471,1.5708
-73.9404,40.5398,-4.68168e-07,-73.9385,40.5406,0.523598
-73.9698,40.5339,1.5708,-73.9698,40.5355,1.5708
-73.9637,40.5371,1.5708,-73.9626,40.5385,1.5708
-73.9457,40.5338,-3.56472e-07,-73.9435,40.5338,-3.83858e-07
-73.9569,40.5338,-0.523599,-73.9551,40.533,-0.523599
-73.9644,40.5372,2.0944,-73.9644,40.5389,2.0944
-73.9429,40.5458,2.0944,-73.9429,40.5474,2.0944
-73.9551,40.5479,2.0944,-73.9562,40.5493,2.0944
-73.9645,40.5376,1.5708,-73.9634,40.539,1.5708
-73.9513,40.5332,-2.56364e-07,-73.9494,40.534,-3.21009e-07
-73.9443,40.5417,1.0472,-73.9425,40.5426,0.523599
-73.9581,40.5284,-1.4691e-07,-73.9559,40.5284,-1.5945e-07
-73.9324,40.5414,0.523599,-73.9305,40.5422,0.523599
-73.9519,40.5348,-1.39373e-07,-73.9501,40.5356,-1.33936e-07
-73.9593,40.5398,1.0472,-73.9582,40.5412,1.0472
-73.9484,40.5326,2.38555e-07,-73.9465,40.5334,2.52934e-07
-73.9493,40.5406,-4.06563e-08,-73.9474,40.5399,-0.523599
-73.9536,40.535,-2.43079e-07,-73.9517,40.5342,-0.523599
-73.9628,40.5281,-3.61362e-08,-73.9607,40.5281,-4.62399e-08
-73.9573,40.5262,-0.523599,-73.9551,40.5262,-0.523599
-73.958,40.5456,2.0944,-73.9598,40.5465,2.61799
-73.9588,40.5318,1.18347e-08,-73.957,40.531,-0.523599
-73.9666,40.5413,1.5708,-73.9676,40.5427,2.0944
-73.9525,40.5308,-2.48139e-07,-73.9507,40.5316,-2.90945e-07
-73.9616,40.5277,6.54586e-08,-73.9597,40.527,-0.523599
-73.9536,40.5278,-0.523599,-73.9517,40.527,-0.523599
-73.9417,40.5377,-0.523599,-73.9399,40.5369,-0.523599
-73.9634,40.539,1.5708,-73.9624,40.5404,1.5708
-73.9562,40.5453,1.5708,-73.9552,40.5467,1.5708
-73.9634,40.5386,2.0944,-73.9634,40.5403,2.0944
-73.9431,40.5343,-0.523599,-73.942,40.5329,-1.0472
-73.9449,40.5332,-3.53848e-07,-73.9428,40.5332,-3.72983e-07
-73.9559,40.5324,-0.523599,-73.9537,40.5324,-0.523599
-73.9571,40.5458,1.5708,-73.956,40.5472,1.5708
-73.9544,40.5328,-8.69339e-08,-73.9525,40.5336,-1.24821e-07
-73.9544,40.5461,1.5708,-73.9533,40.5475,1.5708
-73.9302,40.5442,0.523598,-73.9281,40.5443,-5.26205e-07
-73.9499,40.535,-0.523599,-73.948,40.5342,-0.523599
-73.9615,40.5395,2.0944,-73.9615,40.5411,2.0944
-73.9579,40.5294,1.08378e-07,-73.956,40.5286,-0.523599
-73.9605,40.5319,0.523599,-73.9586,40.5327,0.523599
-73.9554,40.5314,-2.1355e-07,-73.9536,40.5322,-2.34437e-07
-73.9572,40.5467,2.0944,-73.9572,40.5483,2.0944
-73.9557,40.5322,-2.26257e-07,-73.9538,40.5314,-0.523599
-73.9483,40.5336,-1.7337e-07,-73.9462,40.5336,-1.82456e-07
-73.9491,40.5345,-0.523599,-73.9473,40.5336,-0.523599
-73.9624,40.5372,1.5708,-73.9634,40.5386,2.0944
-73.9518,40.5358,-2.91191e-07,-73.9499,40.535,-0.523599
-73.9568,40.5308,-1.93732e-07,-73.9549,40.53,-0.523599
-73.9576,40.5484,1.5708,-73.9565,40.5498,1.5708
-73.9344,40.5425,-3.72248e-07,-73.9325,40.5433,-3.85392e-07
-73.9656,40.533,1.5708,-73.9645,40.5344,1.5708
-73.9443,40.5417,1.0472,-73.9442,40.5433,1.5708
-73.9572,40.5426,1.0472,-73.9561,40.544,1.0472
-73.9676,40.533,2.0944,-73.9687,40.5344,2.0944
-73.9524,40.5318,2.14658e-07,-73.9505,40.5326,2.51061e-07
-73.9576,40.5314,-1.9625e-07,-73.9557,40.5306,-0.523599
-73.9415,40.5356,-4.15538e-07,-73.9394,40.5356,-4.55455e-07
-73.9647,40.5353,2.0944,-73.9647,40.5369,2.0944
-73.946,40.5405,-0.523599,-73.9439,40.5405,-0.523599
-73.9666,40.5381,1.5708,-73.9656,40.5395,1.5708
-73.9517,40.5312,-2.06972e-07,-73.9496,40.5312,-2.54541e-07
-73.9399,40.54,0.523598,-73.938,40.5408,0.523598
-73.9528,40.5316,-2.27882e-07,-73.951,40.5324,-2.92865e-07
-73.95,40.5412,0.523599,-73.9482,40.542,0.523599
-73.9379,40.5583,0.523599,-73.9368,40.5597,1.0472
-73.9444,40.5334,2.02311e-07,-73.9423,40.5334,1.73142e-07
-73.95,40.5397,-0.523599,-73.9482,40.5389,-0.523599
