lon,lat,psi,u,v,r,id
-73.9605,40.5292,-1.21941e-07,3,0.00538189,1.57281e-07,128
-73.9605,40.5292,-1.21941e-07,3,0.00538189,1.57281e-07,128
-73.9548,40.5382,7.90448e-08,3,0.00538199,3.23901e-08,164
-73.9602,40.54,1.5708,3,-0.00538181,-1.19659e-07,205
-73.9616,40.5277,6.54586e-08,3,0.00538198,2.01136e-07,134
-73.9594,40.5306,-1.69231e-07,3,0.00538207,2.42538e-07,137
-73.9584,40.5408,1.5708,3,-0.00538205,-2.33728e-07,208
-73.9594,40.5306,-1.69231e-07,3,0.00538207,2.42538e-07,137
-73.9616,40.5277,6.54586e-08,3,0.00538198,2.01136e-07,134
-73.9688,40.5304,1.5708,3,-0.000251352,-1.34222e-07,183
-73.9688,40.5304,1.5708,3,-0.000251352,-1.34222e-07,183
-73.9565,40.5417,1.5708,3,-0.00538202,-2.22734e-07,217
-73.9584,40.532,-4.84785e-08,3,0.00538208,2.49352e-07,155
-73.9584,40.5408,1.5708,3,-0.00538205,-2.33728e-07,208
-73.9602,40.54,1.5708,3,-0.00538181,-1.19659e-07,205
-73.9565,40.5417,1.5708,3,-0.00538202,-2.22734e-07,217
-73.9584,40.532,-4.84785e-08,3,0.00538208,2.49352e-07,155
-73.9534,40.5331,0.523599,3,1.15741e-07,5.10318e-08,489
-73.9562,40.5348,-8.07773e-08,3,0.00538202,2.19959e-07,167
-73.9546,40.5425,1.5708,3,-0.00538171,-6.68894e-08,240
-73.9546,40.5425,1.5708,3,-0.00538171,-6.68894e-08,240
-73.9562,40.5348,-8.07773e-08,3,0.00538202,2.19959e-07,167
-73.9491,40.5388,0.523599,3,7.36649e-08,3.4484e-08,501
-73.9523,40.5345,0.523599,3,6.17521e-08,2.86347e-08,498
-73.9573,40.5334,-1.36298e-07,3,0.00538205,2.36808e-07,173
-73.9513,40.5359,0.523599,3,8.42443e-07,4.10055e-07,511
-73.9573,40.5334,-1.36298e-07,3,0.00538205,2.36808e-07,173
-73.948,40.5402,0.523599,3,3.03693e-07,1.46856e-07,520
-73.954,40.5376,-3.07224e-08,3,0.00538171,6.7107e-08,200
-73.954,40.5468,1.0472,3,-6.60836e-07,-3.21499e-07,545
-73.9528,40.5433,1.5708,3,-0.00538199,-3.24113e-08,254
-73.954,40.5376,-3.07224e-08,3,0.00538171,6.7107e-08,200
-73.9551,40.5362,-9.38478e-08,3,0.00538199,2.07806e-07,194
-73.9545,40.5317,0.523599,3,-3.20271e-07,-1.55148e-07,508
-73.9502,40.5373,0.523598,3,6.16064e-07,2.99459e-07,523
-73.9551,40.5362,-9.38478e-08,3,0.00538199,2.07806e-07,194
-73.9677,40.5318,1.5708,3,-0.000251199,-5.67617e-08,225
-73.9677,40.5318,1.5708,3,-0.000251199,-5.67617e-08,225
-73.9592,40.5414,1.5708,3,-0.00538181,-1.17404e-07,249
-73.953,40.539,5.41495e-08,3,0.00538171,6.64034e-08,218
-73.9519,40.5404,1.18692e-07,3,0.00538198,2.6575e-08,233
-73.9573,40.5422,1.5708,3,-0.00538203,-2.27657e-07,252
-73.953,40.539,5.41495e-08,3,0.00538171,6.64034e-08,218
-73.9554,40.5431,1.5708,3,-0.00538206,-2.37663e-07,266
-73.9536,40.5439,1.5708,3,-0.00538198,-2.02528e-07,272
-73.9573,40.5422,1.5708,3,-0.00538203,-2.27657e-07,252
-73.9586,40.53,-1.08273e-07,3,0.00538172,7.57457e-08,191
-73.9554,40.5431,1.5708,3,-0.00538206,-2.37663e-07,266
-73.9536,40.5439,1.5708,3,-0.00538198,-2.02528e-07,272
-73.9592,40.5414,1.5708,3,-0.00538181,-1.17404e-07,249
-73.9687,40.5237,0,3,0,0,180
-73.9586,40.53,-1.08273e-07,3,0.00538172,7.57457e-08,191
-73.9576,40.5314,-1.9625e-07,3,0.00538193,1.75033e-07,212
-73.9597,40.5286,1.1129e-07,3,0.00538201,2.18173e-07,209
-73.9666,40.5332,1.5708,3,-0.000251264,-8.77383e-08,262
-73.9666,40.5332,1.5708,3,-0.000251264,-8.77383e-08,262
-73.9576,40.5314,-1.9625e-07,3,0.00538193,1.75033e-07,212
-73.9565,40.5328,-7.5856e-08,3,0.00538195,1.84808e-07,227
-73.9597,40.5286,1.1129e-07,3,0.00538201,2.18173e-07,209
-73.9544,40.5356,-1.02681e-07,3,0.00538206,2.38619e-07,241
-73.9518,40.5448,1.0472,3,0.00538124,4.59983e-08,659
-73.9565,40.5328,-7.5856e-08,3,0.00538195,1.84808e-07,227
-73.9544,40.5356,-1.02681e-07,3,0.00538206,2.38619e-07,241
-73.9522,40.5384,-8.99067e-08,3,0.00538198,2.0333e-07,255
-73.9554,40.5342,-2.52547e-07,3,0.00538189,1.59288e-07,244
-73.9522,40.5384,-8.99067e-08,3,0.00538198,2.0333e-07,255
-73.9498,40.5432,1.80325e-07,3,0.00538199,3.24208e-08,301
-73.9533,40.537,-1.22521e-07,3,0.00538205,2.36862e-07,258
-73.9554,40.5342,-2.52547e-07,3,0.00538189,1.59288e-07,244
-73.9502,40.5435,1.5708,3,-0.00538199,-3.24416e-08,367
-73.9581,40.5428,1.5708,3,-0.00538204,-2.27997e-07,312
-73.9562,40.5436,1.5708,3,-0.00538205,-2.35958e-07,306
-73.9533,40.537,-1.22521e-07,3,0.00538205,2.36862e-07,258
-73.9544,40.5445,1.5708,3,-0.00538202,-2.2159e-07,318
-73.949,40.5427,1.13351e-07,3,0.00538196,1.98718e-08,286
-73.9529,40.5482,1.0472,3,-2.27581e-07,-1.04502e-07,657
-73.9511,40.5398,5.97376e-09,3,0.00538198,2.0175e-07,276
-73.9525,40.5453,1.5708,3,-0.00538204,-2.28509e-07,327
-73.9473,40.5396,0.523599,3,8.48481e-08,4.06358e-08,638
-73.9511,40.5398,5.97376e-09,3,0.00538198,2.0175e-07,276
-73.9515,40.5339,0.523599,3,1.61685e-07,7.75933e-08,623
-73.9462,40.541,0.523599,3,1.36877e-07,6.37575e-08,653
-73.9525,40.5453,1.5708,3,-0.00538204,-2.28509e-07,327
-73.9544,40.5445,1.5708,3,-0.00538202,-2.2159e-07,318
-73.9505,40.5353,0.523599,3,1.30756e-07,6.31572e-08,641
-73.9506,40.5461,1.5708,3,-0.00538199,-3.4241e-08,340
-73.9656,40.5346,1.5708,3,-0.000251209,-6.1572e-08,293
-73.9562,40.5436,1.5708,3,-0.00538205,-2.35958e-07,306
-73.9656,40.5346,1.5708,3,-0.000251209,-6.1572e-08,293
-73.9451,40.5423,1.0472,3,-0.00538204,-2.29864e-07,802
-73.9668,40.5245,-2.44617e-08,3,0.00025117,5.43464e-08,236
-73.9506,40.5461,1.5708,3,-0.00538199,-3.4241e-08,340
-73.9494,40.5367,0.523599,3,1.66732e-07,7.30354e-08,647
-73.95,40.5412,0.523599,3,-0.0053813,-7.40596e-08,691
-73.9484,40.5381,0.523598,3,1.09523e-07,4.73447e-08,672
-73.9581,40.5428,1.5708,3,-0.00538204,-2.27997e-07,312
-73.944,40.5437,1.0472,3,-0.000251199,-5.63217e-08,821
-73.9637,40.5355,1.5708,3,-0.000251522,-2.08653e-07,332
-73.9526,40.5325,0.523599,3,-3.01353e-07,-1.43839e-07,669
-73.9429,40.5451,1.0472,3,-1.27415e-05,-2.21897e-07,839
-73.9568,40.5308,-1.93732e-07,3,0.00538203,2.23159e-07,273
-73.9419,40.5465,1.0472,3,-8.24301e-07,-1.03734e-07,847
-73.9557,40.5322,-2.26257e-07,3,0.00538203,2.2655e-07,283
-73.9711,40.5229,-0.523599,3,0.00526509,4.04709e-08,2
-73.9568,40.5308,-1.93732e-07,3,0.00538203,2.23159e-07,273
-73.9579,40.5294,1.08378e-07,3,0.00538209,2.5593e-07,280
-73.9525,40.5364,-1.21023e-07,3,0.00538205,2.36221e-07,319
-73.9533,40.5459,1.5708,3,-0.00538205,-2.36519e-07,370
-73.9547,40.5336,-1.00002e-07,3,0.00538207,2.42911e-07,307
-73.9557,40.5322,-2.26257e-07,3,0.00538203,2.2655e-07,283
-73.9552,40.545,1.5708,3,-0.00538189,-1.5538e-07,361
-73.9645,40.536,1.5708,3,-0.000251209,-6.15273e-08,345
-73.9645,40.536,1.5708,3,-0.000251209,-6.15273e-08,345
-73.9504,40.5392,-8.42379e-08,3,0.00538184,1.34638e-07,334
-73.9571,40.5442,1.5708,3,-0.00538205,-2.36957e-07,373
-73.9525,40.5364,-1.21023e-07,3,0.00538205,2.36221e-07,319
-73.9504,40.5392,-8.42379e-08,3,0.00538184,1.34638e-07,334
-73.9579,40.5294,1.08378e-07,3,0.00538209,2.5593e-07,280
-73.9536,40.535,-2.43079e-07,3,0.00538175,9.13982e-08,328
-73.9547,40.5336,-1.00002e-07,3,0.00538207,2.42911e-07,307
-73.9514,40.5378,-9.56706e-08,3,0.00538172,7.55042e-08,337
-73.9626,40.5369,1.5708,3,-0.000251268,-9.3262e-08,354
-73.9626,40.5369,1.5708,3,-0.000251268,-9.3262e-08,354
-73.9533,40.5459,1.5708,3,-0.00538205,-2.36519e-07,370
-73.9493,40.5406,-4.06563e-08,3,0.00538182,1.21425e-07,347
-73.9514,40.5378,-9.56706e-08,3,0.00538172,7.55042e-08,337
-73.9536,40.535,-2.43079e-07,3,0.00538175,9.13982e-08,328
-73.9552,40.545,1.5708,3,-0.00538189,-1.5538e-07,361
-73.9493,40.5406,-4.06563e-08,3,0.00538182,1.21425e-07,347
-73.9639,40.5267,-1.415e-08,3,0.000251409,1.55085e-07,290
-73.965,40.5253,-2.04047e-08,3,0.000251172,4.38235e-08,296
-73.965,40.5253,-2.04047e-08,3,0.000251172,4.38235e-08,296
-73.9571,40.5442,1.5708,3,-0.00538205,-2.36957e-07,373
-73.9482,40.542,0.523599,3,-0.000251418,-1.75406e-07,830
-73.9433,40.5432,0.523599,3,0.00538137,1.095e-07,820
-73.9628,40.5281,-3.61362e-08,3,0.000251405,1.52818e-07,323
-73.9422,40.5446,0.523599,3,0.00538197,2.02527e-07,838
-73.9422,40.5446,0.523599,3,0.00538197,2.02527e-07,838
-73.9454,40.5404,0.523599,3,2.90398e-07,1.40827e-07,793
-73.9443,40.5417,1.0472,3,-0.00538203,-2.27901e-07,951
-73.9634,40.5374,1.5708,3,-0.000251177,-4.54604e-08,396
-73.9634,40.5374,1.5708,3,-0.000251177,-4.54604e-08,396
-73.9618,40.5295,-2.93376e-08,3,0.000251838,3.64339e-07,342
-73.9616,40.5383,1.5708,3,-0.000251255,-8.39931e-08,417
-73.9616,40.5383,1.5708,3,-0.000251255,-8.39931e-08,417
-73.9497,40.5348,0.523599,3,1.23519e-07,5.8638e-08,799
-73.9486,40.5362,0.523599,3,1.95966e-07,9.43054e-08,809
-73.9476,40.5376,0.523599,3,1.01413e-07,4.76041e-08,827
-73.9523,40.5473,1.5708,3,-0.00538202,-2.18664e-07,439
-73.9465,40.539,0.523598,3,3.20404e-07,1.55064e-07,833
-73.9607,40.5309,-1.23243e-08,3,0.000251711,3.02368e-07,357
-73.9541,40.5464,1.5708,3,-0.00538185,-1.36226e-07,442
-73.9597,40.5391,1.5708,3,-0.000251515,-2.06739e-07,437
-73.956,40.5456,1.5708,3,-0.00538206,-2.37843e-07,454
-73.955,40.5316,-2.13729e-07,3,0.00538205,2.34643e-07,374
-73.9523,40.5473,1.5708,3,-0.00538202,-2.18664e-07,439
-73.9485,40.54,-1.4927e-07,3,0.00538202,2.21475e-07,410
-73.9508,40.5333,0.523599,3,-1.11203e-07,-5.12015e-08,845
-73.9539,40.533,-2.38131e-07,3,0.00538205,2.36795e-07,386
-73.9507,40.5372,-1.06868e-07,3,0.00538187,1.4917e-07,407
-73.955,40.5316,-2.13729e-07,3,0.00538205,2.34643e-07,374
-73.9485,40.54,-1.4927e-07,3,0.00538202,2.21475e-07,410
-73.9528,40.5344,-1.70692e-07,3,0.00538206,2.42326e-07,404
-73.9541,40.5464,1.5708,3,-0.00538185,-1.36226e-07,442
-73.9474,40.5414,-7.6443e-08,3,0.00538202,2.22266e-07,434
-73.9496,40.5386,-1.71678e-07,3,0.00538186,1.42529e-07,428
-73.956,40.5302,1.9375e-07,3,0.00538174,8.44997e-08,392
-73.9507,40.5372,-1.06868e-07,3,0.00538187,1.4917e-07,407
-73.9539,40.533,-2.38131e-07,3,0.00538205,2.36795e-07,386
-73.9518,40.5358,-2.91191e-07,3,0.00538205,2.33167e-07,419
-73.9474,40.5414,-7.6443e-08,3,0.00538202,2.22266e-07,434
-73.962,40.5276,-2.87477e-08,3,0.00025117,4.53e-08,378
-73.962,40.5276,-2.87477e-08,3,0.00025117,4.53e-08,378
-73.9528,40.5344,-1.70692e-07,3,0.00538206,2.42326e-07,404
-73.9496,40.5386,-1.71678e-07,3,0.00538186,1.42529e-07,428
-73.9624,40.5388,1.5708,3,-0.000251195,-5.47129e-08,456
-73.9624,40.5388,1.5708,3,-0.000251195,-5.47129e-08,456
-73.956,40.5456,1.5708,3,-0.00538206,-2.37843e-07,454
-73.956,40.5302,1.9375e-07,3,0.00538174,8.44997e-08,392
-73.9518,40.5358,-2.91191e-07,3,0.00538205,2.33167e-07,419
-73.9605,40.5397,1.5708,3,-0.000251174,-4.44218e-08,459
-73.9605,40.5397,1.5708,3,-0.000251174,-4.44218e-08,459
-73.9631,40.5261,-2.56289e-08,3,0.000251255,8.37364e-08,384
-73.9631,40.5261,-2.56289e-08,3,0.000251255,8.37364e-08,384
-73.961,40.529,-3.49298e-08,3,0.000251288,1.0285e-07,399
-73.961,40.529,-3.49298e-08,3,0.000251288,1.0285e-07,399
-73.9586,40.5405,1.5708,3,-0.000251278,-9.81079e-08,480
-73.9586,40.5405,1.5708,3,-0.000251278,-9.81079e-08,480
-73.9599,40.5304,-6.17068e-09,3,0.000251333,1.24791e-07,426
